Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,,-9999
3,76,NWE,Marte Mapu,DB,23,2024,0,0,0,5,5,27,0,0,0,0,0,0,0,0,0,0,0,35,2,0.5,Sacramento St.,,MapuMa00
3,77,LAR,Byron Young,LB,25,2024,0,0,2,14,14,34,0,0,0,0,0,0,0,0,0,0,0,76,,15.5,Tennessee,College Stats,YounBy01
3,78,GNB,Tucker Kraft,TE,22,2024,0,0,1,11,11,34,0,0,0,0,0,3,6,0,81,1062,9,2,,,South Dakota St.,,KrafTu00
3,79,IND,Josh Downs,WR,22,2024,0,0,1,14,14,31,0,0,0,0,0,1,12,0,140,1574,7,,,,North Carolina,College Stats,DownJo00
3,80,CAR,DJ Johnson,OLB,24,2024,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,25,,0.5,Oregon,College Stats,JohnDJ00
3,81,TEN,Tyjae Spears,RB,22,2024,0,0,0,9,9,29,0,0,0,0,0,184,765,6,82,609,2,,,,Tulane,College Stats,SpeaTy00
3,82,TAM,YaYa Diaby,DL,24,2024,0,0,1,13,13,34,0,0,0,0,0,0,0,0,0,0,0,64,,12.0,Louisville,College Stats,DiabYa00
3,83,DEN,Riley Moss,DB,23,2024,0,0,1,6,6,28,0,0,0,0,0,0,0,0,0,0,0,67,1,,Iowa,College Stats,MossRi00
3,84,MIA,De'Von Achane,RB,21,2024,0,0,1,18,18,28,0,0,0,0,0,306,1707,14,105,789,9,,,,Texas A&M,College Stats,AchaDe00
3,85,LAC,Daiyan Henley,LB,23,2024,0,0,1,10,10,32,0,0,0,0,0,0,0,0,0,0,0,93,1,1.0,Washington St.,College Stats,HenlDa00
3,86,BAL,Trenton Simpson,LB,22,2024,0,0,1,8,8,32,0,0,0,0,0,0,0,0,0,0,0,50,,2.5,Clemson,College Stats,SimpTr00
3,87,SFO,Ji'Ayir Brown,S,23,2024,0,0,1,6,6,32,0,0,0,0,0,0,0,0,0,0,0,70,3,,Penn St.,College Stats,BrowJi01
3,88,JAX,Tank Bigsby,RB,22,2024,0,0,0,6,6,33,0,0,0,0,0,218,898,9,8,60,0,,,,Auburn,College Stats,BigsTa00
3,89,LAR,Kobie Turner,DT,24,2024,0,0,1,11,11,34,0,0,0,0,0,0,0,0,0,0,0,64,,17.0,Wake Forest,College Stats,TurnKo00
3,90,DAL,DeMarvion Overshown,LB,23,2024,0,0,1,6,6,13,0,0,0,0,0,0,0,0,0,0,0,56,1,5.0,Texas,College Stats,OverDe00
3,91,BUF,Dorian Williams,LB,22,2024,0,0,1,8,8,34,0,0,0,0,0,0,0,0,0,0,0,93,,,Tulane,College Stats,WillDo04
3,92,KAN,Wanya Morris,OL,22,2024,0,0,1,7,7,31,0,0,0,0,0,0,0,0,1,1,1,,,,Oklahoma,College Stats,MorrWa01
3,93,PIT,Darnell Washington,TE,22,2024,0,0,1,3,3,34,0,0,0,0,0,0,0,0,26,261,1,,,,Georgia,College Stats,WashDa03
3,94,ARI,Michael Wilson,WR,23,2024,0,0,2,11,11,29,0,0,0,0,0,1,7,0,85,1113,7,,,,Stanford,College Stats,WilsMi02
3,95,CIN,Jordan Battle,DB,22,2024,0,0,0,6,6,34,0,0,0,0,0,0,0,0,0,0,0,78,2,2.0,Alabama,College Stats,BattJo00
3,96,DET,Brodric Martin,DT,24,2024,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Western Kentucky,College Stats,MartBr00
3,97,WAS,Ricky Stromberg,OL,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats,StroRi01
3,98,CLE,Siaki Ika,DL,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor,College Stats,IkaxSi00
3,99,SFO,Jake Moody,K,23,2024,0,0,1,3,3,31,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats,MoodJa00
3,100,LVR,Tre Tucker,WR,22,2024,0,0,1,7,7,33,0,0,0,0,0,19,121,1,66,870,5,2,,,Cincinnati,College Stats,TuckTr00
3,101,SFO,Cameron Latu,TE,23,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats,LatuCa01
3,102,MIN,Mekhi Blackmon,CB,24,2023,0,0,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,34,1,,USC,College Stats,BlacMe00
4,103,NOR,Nick Saldiveri,OL,23,2024,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,,,,Old Dominion,College Stats,SaldNi00
4,104,LVR,Jakorian Bennett,DB,23,2024,0,0,1,5,5,24,0,0,0,0,0,0,0,0,0,0,0,39,,,Maryland,College Stats,BennJa00
4,105,PHI,Kelee Ringo,DB,21,2024,0,0,0,4,4,34,0,0,0,0,0,0,0,0,0,0,0,29,1,1.0,Georgia,College Stats,RingKe00
4,106,IND,Blake Freeland,OL,22,2024,0,0,1,6,6,25,0,0,0,0,0,0,0,0,0,0,0,,,,BYU,College Stats,FreeBl00
4,107,NWE,Jake Andrews,OL,23,2023,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,,,,Troy,College Stats,AndrJa00
4,108,SEA,Anthony Bradford,OL,22,2024,0,0,2,8,8,25,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats,BradAn00
4,109,HOU,Dylan Horton,DL,23,2024,0,0,0,2,2,23,0,0,0,0,0,0,0,0,0,0,0,14,,,TCU,College Stats,HortDy00
4,110,IND,Adetomiwa Adebawore,DL,22,2024,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,9,,2.5,Northwestern,College Stats,AdebAd00
4,111,CLE,Dawand Jones,OL,22,2024,0,0,2,6,6,21,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats,JoneDa07
4,112,NWE,Chad Ryland,K,23,2024,0,0,1,3,0,30,0,0,0,0,0,0,0,0,0,0,0,,,,Maryland,College Stats,RylaCh00
4,113,ATL,Clark Phillips,CB,21,2024,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,49,1,,Utah,College Stats,PhilCl00
4,114,CAR,Chandler Zavala,G,24,2024,0,0,0,4,4,27,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina St.,College Stats,ZavaCh00
4,115,CHI,Roschon Johnson,RB,22,2024,0,0,0,6,6,29,0,0,0,0,0,136,502,8,50,313,0,1,,,Texas,College Stats,JohnRo07
4,116,GNB,Colby Wooden,DE,22,2024,0,0,0,2,2,30,0,0,0,0,0,0,0,0,0,0,0,19,,0.5,Auburn,College Stats,WoodCo01
4,117,NWE,Sidy Sow,OL,25,2024,0,0,1,5,5,27,0,0,0,0,0,0,0,0,0,0,0,,,,Eastern Michigan,College Stats,SowxSi00
4,118,WAS,Braeden Daniels,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Utah,College Stats,DaniBr00
4,119,KAN,Chamarri Conner,DB,23,2024,0,0,0,7,7,32,0,0,0,0,0,0,0,0,0,0,0,89,3,1.0,Virginia Tech,College Stats,ConnCh01
4,120,NYJ,Carter Warren,OL,24,2024,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,College Stats,WarrCa00
4,121,JAX,Ventrell Miller,LB,24,2024,0,0,1,4,4,15,0,0,0,0,0,0,0,0,0,0,0,53,,,Florida,College Stats,MillVe00
4,122,ARI,Jon Gaines,OL,24,2024,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats,GainJo00
4,123,SEA,Cameron Young,DT,23,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,10,,,Mississippi St.,College Stats,YounCa00
4,124,BAL,Tavius Robinson,DE,24,2024,0,0,0,6,6,34,0,0,0,0,0,0,0,0,0,0,0,26,,4.5,Mississippi,College Stats,RobiTa00
4,125,LAC,Derius Davis,WR,22,2024,0,0,0,3,3,32,0,0,0,0,0,26,140,0,28,178,2,,,,TCU,College Stats,DaviDe02
4,126,CLE,Isaiah McGuire,DL,22,2024,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,23,,3.5,Missouri,College Stats,McGuIs00
4,127,NOR,Jake Haener,QB,24,2024,0,0,0,1,1,8,18,39,226,1,1,11,22,0,0,0,0,,,,Fresno St.,College Stats,HaenJa00
4,128,LAR,Stetson Bennett,QB,25,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,College Stats,BennSt00
4,129,DAL,Viliami Fehoko,DL,23,,0,0,0,,,,,,,,,,,,,,,,,,San Jose St.,College Stats,FehoVi00
4,130,JAX,Tyler Lacy,DE,23,2024,0,0,1,4,4,28,0,0,0,0,0,0,0,0,0,0,0,15,,,Oklahoma St.,College Stats,LacyTy00
4,131,CIN,Charlie Jones,WR,24,2024,0,0,0,3,3,19,0,0,0,0,0,2,13,0,8,69,0,,,,Purdue,College Stats,JoneCh11
4,132,PIT,Nick Herbig,OLB,21,2024,0,0,0,6,6,30,0,0,0,0,0,0,0,0,0,0,0,32,,8.5,Wisconsin,College Stats,HerbNi00
4,133,CHI,Tyler Scott,WR,21,2024,0,0,0,2,2,28,0,0,0,0,0,7,41,0,18,173,0,1,,,Cincinnati,College Stats,ScotTy00
4,134,MIN,Jay Ward,S,23,2024,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,9,,,LSU,College Stats,WardJa00
4,135,LVR,Aidan O'Connell,QB,25,2024,0,0,1,10,10,20,367,586,3830,20,11,38,41,2,0,0,0,,,,Purdue,College Stats,OConAi00
5,136,JAX,Yasir Abdullah,LB,23,2024,0,0,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,15,,,Louisville,College Stats,AbduYa00
5,137,WAS,K.J. Henry,DE,24,2024,0,0,0,2,2,14,0,0,0,0,0,0,0,0,0,0,0,15,,2.5,Clemson,College Stats,HenrKJ00
5,138,IND,Darius Rush,DB,23,2024,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,2,,,South Carolina,College Stats,RushDa00
5,139,ARI,Clayton Tune,QB,24,2024,0,0,0,0,0,13,14,23,70,0,2,15,26,1,0,0,0,,,,Houston,College Stats,TuneCl00
5,140,CLE,Dorian Thompson-Robinson,QB,23,2024,0,0,0,2,2,15,121,230,880,1,10,35,187,0,0,0,0,,,,UCLA,College Stats,ThomDo02
5,141,MIN,Jaquelin Roy,DT,22,2024,0,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,15,,2.0,LSU,College Stats,RoyxJa00
5,142,CLE,Cameron Mitchell,DB,21,2024,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,32,,1.0,Northwestern,College Stats,MitcCa01
5,143,NYJ,Israel Abanikanda,RB,20,2023,0,0,0,1,1,6,0,0,0,0,0,22,70,0,7,43,0,,,,Pittsburgh,College Stats,AbanIs00
5,144,NWE,Atonio Mafi,OL,22,2024,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats,MafiAt00
5,145,CAR,Jammie Robinson,DB,22,2024,0,0,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,13,,,Florida St.,College Stats,RobiJa03
5,146,NOR,Jordan Howden,DB,23,2024,0,0,0,5,5,33,0,0,0,0,0,0,0,0,0,0,0,50,2,1.0,Minnesota,College Stats,HowdJo00
5,147,TEN,Josh Whyle,TE,23,2024,0,0,0,3,3,28,0,0,0,0,0,0,0,0,37,342,2,3,,,Cincinnati,College Stats,WhylJo01
5,148,CHI,Noah Sewell,LB,21,2024,0,0,0,2,2,22,0,0,0,0,0,0,0,0,0,0,0,7,,,Oregon,College Stats,SeweNo00
5,149,GNB,Sean Clifford,QB,25,2023,0,0,0,0,0,2,1,1,37,0,0,3,-2,0,0,0,0,,,,Penn St.,College Stats,ClifSe00
5,150,BUF,Justin Shorter,WR,23,2024,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats,ShorJu00
5,151,SEA,Mike Morris,DE,22,2024,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,5,,,Michigan,College Stats,MorrMi00
5,152,DET,Colby Sorsdal,OL,23,2024,0,0,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,,,,William & Mary,,SorsCo00
5,153,TAM,SirVocea Dennis,LB,23,2024,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,25,,1.0,Pittsburgh,College Stats,DennSi00
5,154,SEA,Olusegun Oluwatimi,C,24,2024,0,0,0,4,4,28,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats,OluwOl00
5,155,SFO,Darrell Luter,CB,23,2024,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,,,South Alabama,College Stats,LuteDa00
5,156,LAC,Jordan McFadden,OL,23,2024,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson,College Stats,McFaJo00
5,157,BAL,Kyu Blu Kelly,CB,22,2024,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,6,,,Stanford,College Stats,BluxKy00
5,158,IND,Daniel Scott,S,24,,0,0,0,,,,,,,,,,,,,,,,,,California,College Stats,ScotDa03
5,159,GNB,Dontayvion Wicks,WR,22,2024,0,0,0,10,10,32,1,1,14,0,0,1,1,0,78,996,9,,,,Virginia,College Stats,WickDo00
5,160,JAX,Antonio Johnson,DB,21,2024,0,0,1,5,5,30,0,0,0,0,0,0,0,0,0,0,0,68,2,1.0,Texas A&M,College Stats,JohnAn07
5,161,LAR,Nick Hampton,OLB,23,2024,0,0,0,2,2,24,0,0,0,0,0,0,0,0,0,0,0,4,,,Appalachian St.,College Stats,HampNi00
5,162,IND,Will Mallory,TE,24,2024,0,0,0,2,2,22,0,0,0,0,0,0,0,0,22,236,0,,,,Miami (FL),College Stats,MallWi00
5,163,CIN,Chase Brown,RB,23,2024,0,0,0,13,13,28,0,0,0,0,0,273,1169,7,68,516,5,2,,,Illinois,College Stats,BrowCh10
5,164,MIN,Jaren Hall,QB,25,2023,0,0,0,1,1,3,13,20,168,0,1,6,14,0,0,0,0,,,,BYU,College Stats,HallJa00
5,165,CHI,Terell Smith,DB,24,2024,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,51,1,,Minnesota,College Stats,SmitTe05
5,166,KAN,BJ Thompson,DE,26,2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,,S.F. Austin,College Stats,ThomBJ00
5,167,HOU,Henry To'oTo'o,LB,22,2024,0,0,1,11,11,29,0,0,0,0,0,0,0,0,0,0,0,89,1,1.5,Alabama,College Stats,TooTHe00
5,168,ARI,Owen Pappoe,LB,22,2024,0,0,0,2,2,32,0,0,0,0,0,0,0,0,0,0,0,23,,,Auburn,College Stats,PappOw00
5,169,DAL,Asim Richards,OL,22,2024,0,0,0,2,2,21,0,0,0,0,0,0,0,0,0,0,0,1,,,North Carolina,College Stats,RichAs00
5,170,LVR,Christopher Smith,DB,23,2024,0,0,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,3,,,Georgia,College Stats,SmitCh04
5,171,TAM,Payne Durham,TE,23,2024,0,0,0,2,2,29,0,0,0,0,0,0,0,0,16,173,2,,,,Purdue,College Stats,DurhPa00
5,172,NYG,Eric Gray,RB,23,2024,0,0,0,1,1,30,0,0,0,0,0,31,79,0,16,104,0,,,,Oklahoma,College Stats,GrayEr01
