Col_0,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28
1,32,TAM,Joe Tryon-Shoyinka,OLB,22,2024,0,0,3,22,22,66,0,0,0,0,0,0,0,0,0,0,0,87,,15.0,Washington,College Stats
2,33,JAX,Tyson Campbell,DB,21,2024,0,0,4,19,19,55,0,0,0,0,0,0,0,0,0,0,0,187,6,,Georgia,College Stats
2,34,NYJ,Elijah Moore,WR,21,2024,0,0,3,14,7,61,0,0,0,0,0,20,71,1,200,2162,9,4,,,Mississippi,College Stats
2,35,DEN,Javonte Williams,RB,21,2024,0,0,2,20,20,54,0,0,0,0,0,606,2394,11,158,966,5,1,,,North Carolina,College Stats
2,36,MIA,Jevon Holland,S,21,2024,0,0,4,21,21,60,0,0,0,0,0,0,0,0,0,0,0,219,5,5.0,Oregon,College Stats
2,37,PHI,Landon Dickerson,OL,22,2024,0,3,4,31,31,63,0,0,0,0,0,0,0,0,0,0,0,1,,,Alabama,College Stats
2,38,NWE,Christian Barmore,DL,22,2024,0,0,0,10,10,48,0,0,0,0,0,0,0,0,0,0,0,80,,13.5,Alabama,College Stats
2,39,CHI,Teven Jenkins,OL,23,2024,0,0,3,15,15,45,0,0,0,0,0,0,0,0,0,0,0,2,,,Oklahoma St.,College Stats
2,40,ATL,Richie Grant,DB,23,2024,0,0,2,13,13,67,0,0,0,0,0,0,0,0,0,0,0,177,3,3.0,Central Florida,College Stats
2,41,DET,Levi Onwuzurike,DL,23,2024,0,0,1,7,7,42,0,0,0,0,0,0,0,0,0,0,0,35,,3.5,Washington,College Stats
2,42,MIA,Liam Eichenberg,OL,23,2024,0,0,4,23,23,60,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats
2,43,LVR,Tre'von Moehrig,S,22,2024,0,0,4,21,21,66,0,0,0,0,0,0,0,0,0,0,0,202,6,3.0,TCU,College Stats
2,44,DAL,Kelvin Joseph,DB,21,2024,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,34,,,Kentucky,College Stats
2,45,JAX,Walker Little,T,22,2024,0,0,1,11,11,55,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats
2,46,CIN,Jackson Carman,T,21,2024,0,0,0,5,4,30,0,0,0,0,0,0,0,0,0,0,0,,,,Clemson,College Stats
2,47,LAC,Asante Samuel Jr.,DB,21,2024,0,0,3,14,14,50,0,0,0,0,0,0,0,0,0,0,0,148,6,,Florida St.,College Stats
2,48,SFO,Aaron Banks,OL,24,2024,0,0,3,20,20,53,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats
2,49,ARI,Rondale Moore,WR,21,2023,0,0,0,12,12,39,0,0,0,0,0,52,249,1,135,1201,3,1,,,Purdue,College Stats
2,50,NYG,Azeez Ojulari,OLB,21,2024,0,0,1,16,16,46,0,0,0,0,0,0,0,0,0,0,0,59,,22.0,Georgia,College Stats
2,51,WAS,Samuel Cosmi,OL,22,2024,0,0,2,23,23,57,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats
2,52,CLE,Jeremiah Owusu-Koramoah,LB,21,2024,0,1,3,22,22,49,0,0,0,0,0,0,0,0,0,0,0,205,3,8.0,Notre Dame,College Stats
2,53,TEN,Dillon Radunz,T,23,2024,0,0,2,11,11,54,0,0,0,0,0,0,0,0,0,0,0,1,,,North Dakota St.,
2,54,IND,Dayo Odeyingbo,DL,21,2024,0,0,1,12,12,61,0,0,0,0,0,0,0,0,0,0,0,58,,16.5,Vanderbilt,College Stats
2,55,PIT,Pat Freiermuth,TE,22,2024,0,0,2,18,18,61,0,0,0,0,0,0,0,0,220,2190,18,2,,,Penn St.,College Stats
2,56,SEA,D'Wayne Eskridge,WR,24,2024,0,0,0,2,2,30,0,0,0,0,0,8,74,0,20,166,1,1,,,Western Michigan,College Stats
2,57,LAR,Tutu Atwell,WR,21,2024,0,0,1,12,12,54,0,1,0,0,0,16,72,1,99,1343,4,,,,Louisville,College Stats
2,58,KAN,Nick Bolton,LB,21,2024,0,0,3,23,23,57,0,0,0,0,0,0,0,0,0,0,0,289,4,5.0,Missouri,College Stats
2,59,CAR,Terrace Marshall Jr.,WR,21,2024,0,0,1,6,6,43,0,0,0,0,0,0,0,0,67,808,1,1,,,LSU,College Stats
2,60,NOR,Pete Werner,LB,22,2024,0,0,3,23,23,56,0,0,0,0,0,0,0,0,0,0,0,206,1,0.5,Ohio St.,College Stats
2,61,BUF,Boogie Basham,DL,23,2024,0,0,0,4,3,40,0,0,0,0,0,0,0,0,0,0,0,26,1,4.5,Wake Forest,College Stats
2,62,GNB,Josh Myers,C,23,2024,0,0,3,27,27,56,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats
2,63,KAN,Creed Humphrey,OL,22,2024,1,3,4,40,40,68,0,0,0,0,0,0,0,0,0,0,0,1,,,Oklahoma,College Stats
2,64,TAM,Kyle Trask,QB,23,2024,0,0,0,0,0,7,4,11,28,0,0,6,-5,0,0,0,0,,,,Florida,College Stats
3,65,JAX,Andre Cisco,DB,21,2024,0,0,3,18,18,63,0,0,0,0,0,0,0,0,0,0,0,154,8,1.5,Syracuse,College Stats
3,66,MIN,Kellen Mond,QB,22,2021,0,0,0,0,0,1,2,3,5,0,0,0,0,0,0,0,0,,,,Texas A&M,College Stats
3,67,HOU,Davis Mills,QB,22,2024,0,0,2,15,15,38,593,948,6167,35,25,55,172,2,0,0,0,2,,,Stanford,College Stats
3,68,ATL,Jalen Mayfield,OL,21,2023,0,0,1,7,7,19,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats
3,69,CIN,Joseph Ossai,LB,21,2024,0,0,0,6,6,47,0,0,0,0,0,0,0,0,0,0,0,38,,9.5,Texas,College Stats
3,70,CAR,Brady Christensen,OL,24,2024,0,0,1,13,13,51,0,0,0,0,0,0,0,0,0,0,0,1,,,BYU,College Stats
3,71,NYG,Aaron Robinson,DB,22,2022,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,21,,,Central Florida,College Stats
3,72,DET,Alim McNeill,DT,21,2024,0,0,3,20,20,61,0,0,0,0,0,0,0,0,0,0,0,66,,11.5,North Carolina St.,College Stats
3,73,PHI,Milton Williams,DL,22,2024,0,0,1,11,11,67,0,0,0,0,0,0,0,0,0,0,0,66,,11.5,Louisiana Tech,College Stats
3,74,WAS,Benjamin St-Juste,DB,23,2024,0,0,3,12,12,54,0,0,0,0,0,0,0,0,0,0,0,162,1,3.0,Minnesota,College Stats
3,75,DAL,Osa Odighizuwa,DL,23,2024,0,0,4,27,27,67,0,0,0,0,0,0,0,0,0,0,0,99,,13.5,UCLA,College Stats
3,76,NOR,Paulson Adebo,CB,22,2024,0,0,4,19,19,52,0,0,0,0,0,0,0,0,0,0,0,209,10,,Stanford,College Stats
3,77,LAC,Josh Palmer,WR,21,2024,0,0,1,19,19,58,0,0,0,0,0,3,16,0,182,2287,10,2,,,Tennessee,College Stats
3,78,MIN,Chazz Surratt,LB,24,2024,0,0,0,5,1,41,0,0,0,0,0,0,0,0,0,0,0,25,,,North Carolina,College Stats
3,79,LVR,Malcolm Koonce,DE,23,2023,0,0,1,7,7,39,0,0,0,0,0,0,0,0,0,0,0,40,,10.0,Buffalo,College Stats
3,80,LVR,Divine Deablo,DB,23,2024,0,0,2,20,20,54,0,0,0,0,0,0,0,0,1,34,0,166,,2.0,Virginia Tech,College Stats
3,81,MIA,Hunter Long,TE,23,2024,0,0,0,1,0,37,0,0,0,0,0,0,0,0,8,68,0,3,,,Boston Col.,College Stats
3,82,WAS,Dyami Brown,WR,21,2024,0,0,0,6,6,63,1,2,4,0,0,6,37,0,59,784,4,4,,,North Carolina,College Stats
3,83,CAR,Tommy Tremble,TE,21,2024,0,0,1,6,6,61,0,0,0,0,0,3,11,1,85,782,9,7,,,Notre Dame,College Stats
3,84,DAL,Chauncey Golston,DL,23,2024,0,0,0,12,12,64,0,0,0,0,0,0,0,0,0,0,0,68,1,9.0,Iowa,College Stats
3,85,GNB,Amari Rodgers,WR,21,2023,0,0,0,2,1,35,0,0,0,0,0,3,18,0,20,249,1,3,,,Clemson,College Stats
3,86,MIN,Wyatt Davis,OL,22,2022,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats
3,87,PIT,Kendrick Green,OL,22,2024,0,0,1,7,5,36,0,0,0,0,0,0,0,0,0,0,0,1,,,Illinois,College Stats
3,88,SFO,Trey Sermon,RB,22,2024,0,0,0,4,1,42,0,0,0,0,0,134,505,3,22,138,0,1,,,Ohio St.,College Stats
3,89,HOU,Nico Collins,WR,22,2024,0,1,1,25,25,51,0,0,0,0,0,1,7,0,218,3230,18,2,,,Michigan,College Stats
3,90,MIN,Patrick Jones II,DL,22,2024,0,0,0,7,7,57,0,0,0,0,0,0,0,0,0,0,0,61,,12.0,Pittsburgh,College Stats
3,91,CLE,Anthony Schwartz,WR,21,2022,0,0,0,2,2,25,0,0,0,0,0,10,96,1,14,186,1,3,,,Auburn,College Stats
3,92,TEN,Monty Rice,LB,22,2024,0,0,0,7,6,38,0,0,0,0,0,0,0,0,0,0,0,70,,,Georgia,College Stats
3,93,BUF,Spencer Brown,OL,23,2024,0,0,3,32,32,59,0,0,0,0,0,0,0,0,0,0,0,1,,,Northern Iowa,
3,94,BAL,Ben Cleveland,OL,23,2024,0,0,0,6,6,54,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats
3,95,TAM,Robert Hainsey,OL,23,2024,0,0,2,15,15,60,0,0,0,0,0,0,0,0,0,-3,0,,,,Notre Dame,College Stats
3,96,NWE,Ronnie Perkins,DE,21,2023,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,9,,,Oklahoma,College Stats
3,97,LAC,Tre' McKitty,TE,22,2023,0,0,0,1,1,34,0,0,0,0,0,0,0,0,16,117,0,2,,,Georgia,College Stats
3,98,DEN,Quinn Meinerz,C,22,2024,1,0,3,25,25,62,0,0,0,0,0,0,0,0,0,0,0,1,,,Wisconsin–Whitewater,
3,99,DAL,Nahshon Wright,DB,22,2024,0,0,0,2,2,33,0,0,0,0,0,0,0,0,0,0,0,27,1,,Oregon St.,College Stats
3,100,TEN,Elijah Molden,DB,22,2024,0,0,1,13,7,48,0,0,0,0,0,0,0,0,0,0,0,137,5,,Washington,College Stats
3,101,DET,Ifeatu Melifonwu,DB,22,2024,0,0,0,6,6,37,0,0,0,0,0,0,0,0,0,0,0,53,2,4.5,Syracuse,College Stats
3,102,SFO,Ambry Thomas,DB,21,2023,0,0,0,6,6,42,0,0,0,0,0,0,0,0,0,0,0,61,2,,Michigan,College Stats
3,103,LAR,Ernest Jones,LB,21,2024,0,0,2,21,14,63,0,0,0,0,0,0,0,0,0,0,0,253,4,6.0,South Carolina,College Stats
3,104,BAL,Brandon Stephens,CB,23,2024,0,0,3,16,16,65,0,0,0,0,0,0,0,0,0,0,0,196,2,2.0,SMU,College Stats
3,105,DEN,Baron Browning,LB,22,2024,0,0,1,16,15,51,0,0,0,0,0,0,0,0,0,0,0,77,1,11.5,Ohio St.,College Stats
4,106,JAX,Jay Tufele,DL,22,2024,0,0,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,16,,0.5,USC,College Stats
4,107,NYJ,Michael Carter,RB,22,2024,0,0,2,12,11,48,0,0,0,0,0,326,1359,8,112,771,1,1,,,North Carolina,College Stats
4,108,ATL,Darren Hall,CB,21,2024,0,0,1,4,4,35,0,0,0,0,0,0,0,0,0,0,0,51,,1.0,San Diego St.,College Stats
4,109,TEN,Dez Fitzpatrick,WR,23,2024,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,49,1,1,,,Louisville,College Stats
4,110,CLE,James Hudson,OL,22,2024,0,0,0,8,8,49,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati,College Stats
4,111,CIN,Cameron Sample,DE,21,2023,0,0,0,5,5,47,0,0,0,0,0,0,0,0,0,0,0,44,,5.0,Tulane,College Stats
4,112,DET,Amon-Ra St. Brown,WR,21,2024,2,3,3,47,47,66,1,1,7,1,0,22,186,1,430,4851,33,1,,,USC,College Stats
4,113,DET,Derrick Barnes,DE,22,2024,0,0,1,11,11,51,0,0,0,0,0,0,0,0,0,0,0,119,,4.0,Purdue,College Stats
